Time,Value
2.083333333333333e-05,0.8780257847798136
0.02135416666666667,0.3745269538996635
0.0426875,0.4574994484816019
0.06402083333333333,1
0.08535416666666666,0.5064981902338952
0.1066875,0.7484041624637341
0.1280208333333333,0.7092848261007646
0.1493541666666667,0.345177566148358
0.1706875,0.6247560761612855
0.1920208333333333,0.8846911235212014
0.2133541666666667,0.4378610112665961
0.2346875,0.4966372533655122
0.2560208333333333,0.4053143911283276
0.2773541666666667,0.1138933924672334
0.2986875,0.2628734435921971
0.3200208333333333,0.1821300503568654
0.3413541666666667,0.1680293816933181
0.3626875,0.1633130270316433
0.3840208333333333,0.1290946909939223
0.4053541666666667,0.1197372565357907
0.4266875,0.1175319334351938
0.4480208333333333,0.07098288580365755
0.4693541666666667,0.05087581333232895
0.4906875,0.07275769053217383
0.5120208333333334,0.09830010293832055
0.5333541666666667,0.07905700023078516
0.5546875,0.05125258793150166
0.5760208333333333,0.04649184411206946
0.5973541666666666,0.03613404256442823
0.6186874999999999,0.02770933978196347
0.6400208333333334,0.03326945479166291
0.6613541666666667,0.06264025364432169
0.6826875,0.07505568872075966
0.7040208333333333,0.0505427815569263
0.7253541666666666,0.04009777059727638
0.7466874999999999,0.02484516204983057
0.7680208333333334,0.04401298308120843
0.7893541666666667,0.02478740819009199
0.8106875,0.03764342026149258
0.8320208333333333,0.01699027143489031
0.8533541666666666,0.0151098377896659
0.8746875,0.02578788059454493
0.8960208333333334,0.03586324813571043
0.9173541666666667,0.09085436993503265
0.9386875,0.06153584490115133
0.9600208333333333,0.02753927032327786
0.9813541666666666,0.02769559141314252
1.0026875,0.02991464758409561
1.024020833333333,0.05514053277722304
1.045354166666667,0.02282407527088513
1.0666875,0.03366989347450017
1.088020833333333,0.02965997038376882
1.109354166666667,0.01564055159313142
1.1306875,0.01559592715053782
1.152020833333333,0.01075994318382446
1.173354166666667,0.01601072514333681
1.1946875,0.01321570734332708
1.216020833333333,0.01748253419545077
1.237354166666667,0.01599470536559813
1.2586875,0.006419126318594085
1.280020833333333,0.008739307611873214
1.301354166666667,0.01125891357664184
1.3226875,0.009662326650534302
1.344020833333333,0.008538314651796585
1.365354166666667,0.007192527588261375
1.3866875,0.004986797538116913
1.408020833333333,0.00534127784179536
1.429354166666667,0.002591696530733216
1.4506875,0.007332859668722141
1.472020833333333,0.008920485509439663
1.493354166666667,0.004329131993852536
1.5146875,0.005410879099242477
1.536020833333333,0.0055765216603123
1.557354166666667,0.0029941374803128
1.5786875,0.003643593795664422
1.600020833333333,0.002105956212897991
1.621354166666667,0.002955350081517259
1.6426875,0.004370360241249213
1.664020833333333,0.008883283294573862
1.685354166666667,0.002418955074350775
1.7066875,0.002306110389453417
1.728020833333333,0.0008297357087100039
1.749354166666667,0.001047313638346938
1.7706875,0.0009798699287738009
1.792020833333333,0.0007918171501321784
1.813354166666667,0.001052371282123627
1.8346875,0.001017793533612054
1.856020833333333,0.001412853728495283
1.877354166666667,0.0005773762136912878
1.8986875,0.0007533893027421968
1.920020833333333,0.0006820102826923947
1.941354166666667,0.0006338053008044704
1.9626875,0.0003099501386690386
1.984020833333333,0.0003390204182085532
2.005354166666667,0.0002819440681884644
2.0266875,0.000529485814450615
2.048020833333333,0.0006175390605207825
2.069354166666667,0.0002857905667234306
2.0906875,0.0001459038023621753
2.112020833333333,5.906499547390925e-05
2.133354166666667,0.0001368637071817313
2.1546875,6.745240822827932e-05
2.176020833333333,3.953440583888229e-05
2.197354166666666,4.853990337277131e-05
2.2186875,7.549092451575656e-05
2.240020833333333,1.608145619555516e-05
2.261354166666667,2.556917503636175e-05
2.2826875,5.761683632688036e-05
2.304020833333333,1.933044537117949e-05
2.325354166666667,0
2.3466875,0
2.368020833333333,0
2.389354166666667,0
2.4106875,0
2.432020833333334,0
2.453354166666667,0
2.4746875,0
2.496020833333333,0
2.517354166666667,0
2.5386875,0
2.560020833333333,0
2.581354166666667,0
2.6026875,0
2.624020833333333,0
2.645354166666666,0
2.6666875,0
2.688020833333333,0
2.709354166666667,0
2.7306875,0
2.752020833333333,0
2.773354166666667,0
2.7946875,0
2.816020833333333,0
2.837354166666667,0
2.8586875,0
2.880020833333333,0
2.901354166666667,0
2.9226875,0
2.944020833333334,0
