Time,Value
2.083333333333333e-05,0.1056134321781022
0.005354166666666667,0.07546762699320654
0.0106875,0.06791452442864529
0.01602083333333333,0.07295330048632728
0.02135416666666667,0.06840504617847926
0.0266875,0.2545745622410465
0.03202083333333333,0.4095237332610288
0.03735416666666667,0.1346909624617858
0.0426875,0.3124325911672658
0.04802083333333333,0.2069000691313881
0.05335416666666667,0.1709664915110409
0.0586875,0.2472254300208762
0.06402083333333333,0.2987981082252314
0.06935416666666666,0.4318129084968861
0.0746875,0.8381431970939706
0.08002083333333333,1
0.08535416666666666,0.9121413564982185
0.0906875,0.5569208506682017
0.09602083333333333,0.833922702718586
0.1013541666666667,0.9015444778620835
0.1066875,0.6086660077562815
0.1120208333333333,0.91282580361237
0.1173541666666667,0.2857647774441657
0.1226875,0.566474826729793
0.1280208333333333,0.2476577281130249
0.1333541666666667,0.3120732557391094
0.1386875,0.1844937346449192
0.1440208333333333,0.1406380237167483
0.1493541666666667,0.05427815648632712
0.1546875,0.07188355852707658
0.1600208333333333,0.06718032813912135
