Time,Value
2.083333333333333e-05,375
0.005354166666666667,187.5
0.0106875,187.5
0.01602083333333333,93.75
0.02135416666666667,93.75
0.0266875,93.75
0.03202083333333333,93.75
0.03735416666666667,0
0.0426875,93.75
0.04802083333333333,187.5
0.05335416666666667,93.75
0.0586875,93.75
0.06402083333333333,93.75
0.06935416666666666,93.75
0.0746875,0
0.08002083333333333,187.5
0.08535416666666666,187.5
0.0906875,93.75
0.09602083333333333,93.75
0.1013541666666667,93.75
0.1066875,93.75
0.1120208333333333,0
0.1173541666666667,187.5
0.1226875,187.5
0.1280208333333333,93.75
0.1333541666666667,93.75
0.1386875,93.75
0.1440208333333333,93.75
0.1493541666666667,0
0.1546875,187.5
0.1600208333333333,187.5
0.1653541666666667,93.75
0.1706875,93.75
0.1760208333333333,93.75
0.1813541666666667,93.75
0.1866875,375
0.1920208333333333,187.5
0.1973541666666667,93.75
0.2026875,93.75
0.2080208333333333,750
0.2133541666666667,93.75
0.2186875,93.75
0.2240208333333333,93.75
0.2293541666666667,0
0.2346875,0
0.2400208333333333,0
